mysql root@(none):covid_data> select Name, Never_Mask, Rarely_Mask, Sometimes_Mask, Frequently_Mask, Always_Mask  from `County` order by `Always_Mask` desc;
+-----------------------------------+------------+-------------+----------------+-----------------+-------------+
| Name                              | Never_Mask | Rarely_Mask | Sometimes_Mask | Frequently_Mask | Always_Mask |
| Red River                         | 0.059      | 0.136       | 0.098          | 0.254           | 0.452       |
| Tyler                             | 0.083      | 0.056       | 0.137          | 0.272           | 0.452       |
| Butler                            | 0.102      | 0.053       | 0.257          | 0.137           | 0.451       |
| Chattooga                         | 0.116      | 0.102       | 0.187          | 0.143           | 0.451       |
| Clark                             | 0.127      | 0.089       | 0.107          | 0.226           | 0.451       |
| Webster                           | 0.088      | 0.084       | 0.167          | 0.210           | 0.451       |
| Christian                         | 0.130      | 0.113       | 0.053          | 0.253           | 0.451       |
| Hall                              | 0.048      | 0.114       | 0.103          | 0.284           | 0.451       |
| Delta                             | 0.087      | 0.094       | 0.074          | 0.295           | 0.450       |
| Iowa                              | 0.027      | 0.149       | 0.135          | 0.239           | 0.450       |
| Lawrence                          | 0.074      | 0.129       | 0.156          | 0.192           | 0.450       |
| Winnebago                         | 0.074      | 0.194       | 0.126          | 0.156           | 0.450       |
| Ouachita                          | 0.151      | 0.097       | 0.060          | 0.242           | 0.449       |
| Vermilion                         | 0.076      | 0.088       | 0.115          | 0.271           | 0.449       |
| Stonewall                         | 0.084      | 0.122       | 0.120          | 0.224           | 0.449       |
| Grant                             | 0.103      | 0.102       | 0.180          | 0.166           | 0.449       |
| Pierce                            | 0.063      | 0.094       | 0.144          | 0.250           | 0.449       |
| Monroe                            | 0.082      | 0.134       | 0.185          | 0.150           | 0.448       |
| Wolfe                             | 0.140      | 0.095       | 0.114          | 0.203           | 0.448       |
| Mower                             | 0.071      | 0.107       | 0.113          | 0.262           | 0.448       |
| Gallatin                          | 0.132      | 0.093       | 0.115          | 0.213           | 0.448       |
| Panola                            | 0.027      | 0.033       | 0.211          | 0.281           | 0.448       |
| Blackford                         | 0.093      | 0.152       | 0.106          | 0.203           | 0.447       |
| Carroll                           | 0.059      | 0.104       | 0.170          | 0.220           | 0.447       |
| Black Hawk                        | 0.032      | 0.053       | 0.180          | 0.289           | 0.447       |
| Aroostook                         | 0.143      | 0.047       | 0.120          | 0.243           | 0.447       |
| Jefferson                         | 0.042      | 0.117       | 0.178          | 0.216           | 0.447       |
| Madison                           | 0.037      | 0.087       | 0.167          | 0.262           | 0.447       |
| Ross                              | 0.181      | 0.103       | 0.101          | 0.168           | 0.447       |
| Barnwell                          | 0.169      | 0.067       | 0.035          | 0.281           | 0.447       |
| Hutchinson                        | 0.112      | 0.064       | 0.128          | 0.249           | 0.447       |
| Wythe                             | 0.096      | 0.075       | 0.172          | 0.210           | 0.447       |
| Randolph                          | 0.098      | 0.050       | 0.140          | 0.265           | 0.447       |
| Oconto                            | 0.070      | 0.082       | 0.186          | 0.215           | 0.447       |
| Polk                              | 0.180      | 0.080       | 0.217          | 0.076           | 0.446       |
| Echols                            | 0.097      | 0.073       | 0.182          | 0.202           | 0.446       |
| Quitman                           | 0.041      | 0.101       | 0.100          | 0.312           | 0.446       |
| Warren                            | 0.110      | 0.083       | 0.111          | 0.250           | 0.446       |
| Harding                           | 0.105      | 0.068       | 0.145          | 0.235           | 0.446       |
| Geneva                            | 0.176      | 0.131       | 0.089          | 0.158           | 0.445       |
| Bradley                           | 0.094      | 0.102       | 0.175          | 0.184           | 0.445       |
